row_number,original_comment,translated_comment
 👇
4262,❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤😘🤤🤪😱❤❤❤❤,❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤😘🤤🤪😱❤❤❤❤
4264,❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤ror😊😭🙃😭🙃😭🙃😭🙃🙃🙃🙃🙃🙃,ror 😊😭🙃😭🙃😭🙃😭🙃🙃🙃🙃🙃🙃
4268,Просто супер ❤,Just super
4270,Who is watching in 2025 😅,Who is watching in 2025  😅
4272,Always comes back❤,Always comes back
4273,I love this song ❤❤❤❤,I love this song
4274,No 👎 just got a new phone,No  just got a new phone 👎
4278,Amazing i like this😊,Amazing i like this 😊
4279,Here from 2024 🎉,Here from 2024 🎉
4286,چهار میلیارد بازدید❤😮,Four billion views 😮
4288,WHOS WATCHING IN AUGUST 2024 ANYONE👇👇👇👇,WHOS WATCHING IN AUGUST 2024 ANYONE 👇👇👇👇
4290,Listening  again and again     🎶,Listening  again and again 🎶
4291,August 2024🎉🎉🎉,August 2024 🎉🎉🎉
4295,Roaring forever even in 2024 and so on 🐯,Roaring forever even in 2024 and so on  🐯
4296,Us❤,Us
4298,❤❤❤❤❤,❤❤❤❤❤
4304,❤,❤
4305,the tiger eat man??😢,the tiger eat man 😢
4314,See song2024❤,See song2024
4318,25/8/2024 ❤,25/8/2024 ❤
4321,The Golden Days 😢,The Golden Days  😢
4323,Nie powiem. Katy ma duże mięśnie💪,I won't deny that Katy has big muscles 💪
4329,🎉,🎉
4330,😊,😊
4331,🎉,🎉
4332,❤,❤
4333,I love this song so much ❤❤❤❤,I love this song so much
4339,❤❤❤❤❤❤❤❤❤❤❤,❤❤❤❤❤❤❤❤❤❤❤
4342,Say roar if you like this song 🎵 😅🎉❤❤❤,Say roar if you like this song   🎵😅🎉
4343,Me!!!❤❤❤,Me
4348,RRR
000
AAA
RRR

#ima🐅  🐅
#🚽🚽
#KP_mini_chips 🫡,RRR
000
AAA
RRR

ima  

KP_mini_chips 🐅🐅🚽🚽🫡
4350,❤,❤
4352,Marry me katty  ❤,Marry me katty
4366,RIP boss 😂😂,RIP boss  😂😂
4370,👇Who will listen this on September 2024 also ?,Who will listen this on September 2024 also  👇
4372,Who else started watching old songs randomly? 👇👇👇,Who else started watching old songs randomly  👇👇👇
4374,😊 good 👍,good 😊👍
4379,Such an inspiration ❤,Such an inspiration
4380,August 24 . 2024 ✌️,August 24  2024
4381,❤❤😂 me,me 😂
4388,👍❤️🌻🌿🍂🌲💮🌍🏞️😍🍁🍁💗🏵️🏵️🌱🌴🪻💕🌷🙏🌱🌱🌾🌴🌴🌺💗🪻🍃🌻🍂🪷🌵❤️🌿💮🍂,👍❤️🌻🌿🍂🌲💮🌍🏞️😍🍁🍁💗🏵️🏵️🌱🌴🪻💕🌷🙏🌱🌱🌾🌴🌴🌺💗🪻🍃🌻🍂🪷🌵❤️🌿💮🍂
4389,Hi 👋 👋,Hi 👋👋
4393,Love  that   ❤ Music,Love  that    Music
4396,Girl became the idol for 2019 glmv👌,Girl became the idol for 2019 glmv 👌
4398,Me
❤,Me
4403,Bro I remember I used to listen to this  so many times when I was 6 or 7 I was obsessed 😭😭,Bro I remember I used to listen to this  so many times when I was 6 or 7 I was obsessed  😭😭
4408,The monkey is so cute ❤,The monkey is so cute
4411,Me 😂,Me 😂
4412,Mee 😂😂😂,Mee 😂😂😂
4416,Who of 2024❤,Who of 2024
4423,My niece and my song through the years of our disability’s ❤kk,My niece and my song through the years of our disabilitys kk
4424,Anyone from 1791😂,Anyone from 1791 😂
4429,I love you katu Perry ❤❤❤❤❤❤,I love you katu Perry
4435,🎉🎉🎉🎉🎉❤🎉❤🎉❤🎉❤🎉❤🎉❤🎉❤😊 a Like good😊,a Like good 🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉😊😊
4447,It turns out this song is about the hardships of being a mother..😊😊😊,It turns out this song is about the hardships of being a mother 😊😊😊
4449,You are still legend❤🎉,You are still legend 🎉
4452,Am watching right now again ❤,Am watching right now again
4453,Bring me back please so i can listen again and again ❤️‍🩹,Bring me back please so i can listen again and again  🩹
4458,My teacher saber loves this song❤,My teacher saber loves this song
4460,2024 👋🏻,2024 👋🏻
4463,KATY Perry  ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,KATY Perry
4464,Love 😍😍😍😍.     Love 😘😘😘😘.     Love.  B.  Love 😍😍😍😍,Love      Love      Love  B  Love 😍😍😍😍😘😘😘😘😍😍😍😍
4465,2015: 1 billion 🤓
2017: 2 billion 🤡
2020: 3 billion 🤑
2024: 4 billion 🍷 😏🕶🤏,2015 1 billion 
2017 2 billion 
2020 3 billion 
2024 4 billion 🤓🤡🤑🍷😏🕶🤏
4466,23 August 2024 ❤️,23 August 2024
4468,Iam happy to see this
😮,Iam happy to see this
 😮
4469,bro half the population has watched this 💀,bro half the population has watched this  💀
4472,❤ Hi your song is really nice,Hi your song is really nice
4478,I MISS THIS ERA SO BADD!!!!!😭😭😭😭😭,I MISS THIS ERA SO BADD 😭😭😭😭😭
4485,2023-2024 anyone and I remember watching this when I was 6 I'm eight now❤😂😂❤,20232024 anyone and I remember watching this when I was 6 Im eight now 😂😂
4486,my nostalgia kicking in😓, i just missed the old days,my nostalgia kicking in i just missed the old days 😓
4489,🇵🇭🇵🇭,🇵🇭🇵🇭
4502,I love  you  both  💓,I love  you  both   💓
4503,This song is best ❤,This song is best
4504,She is exactly looking like my girlfriend ❤❤❤,She is exactly looking like my girlfriend
4505,September gang ❤🫶
👇




Not forcing you 
You live on free will❤❤,September gang 





Not forcing you 
You live on free will 🫶👇
4506,Who in 2024 here ❤,Who in 2024 here
4507,Katy ❤,Katy
4509,This song 2024 still ❤,This song 2024 still
4510,I love you 🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤😊,I love you 🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉😊
4518,Bro the tiger ☠️☠️ The man,Bro the tiger  The man
4520,MY.   NAAM.  is.      Leah.     ❤❤❤🥰😘😍,MY   NAAM  is      Leah      🥰😘😍
4521,I remember watching this everyday at 8 and i watched it again today my childhood memories 😭😭,I remember watching this everyday at 8 and i watched it again today my childhood memories  😭😭
4522,I just miss old song vibe😭😭😭,I just miss old song vibe 😭😭😭
4525,loveit so much❤💙💖,loveit so much 💙💖
4527,I'll be back for thiscomment in 2030😌✨,Ill be back for thiscomment in 2030 😌
4528,🤣❤❤💓❤💓❤💓❤❤I love  this  song .,I love  this  song  🤣💓💓💓
4534,INDIAN 🇮🇳 KON KON HAI YAHA , 2024😅,Which Indian is here 2024 🇮🇳😅
4535,Me ❤,Me
4538,Every1 that don't like this song !!!❤,Every1 that dont like this song
4542,Wow nice song 🌹❤️ so beautiful 🇸🇽,Wow nice song  so beautiful  🌹🇸🇽
4545,All time fav❤,All time fav
4547,❤,❤
4549,WHO Is watching in August 2024!!!!!?????♥️♥️♥️,WHO Is watching in August 2024
4552,You're gonna hear me moooaan!❤️‍🔥❤️‍🔥,Youre gonna hear me moooaan 🔥🔥
4554,2024🙂,2024🙂
4557,Me😅😅😅😅😅,Me 😅😅😅😅😅
4558,This song is such an inspiration! 🔥 💪,This song is such an inspiration   🔥💪
4559,This time I'm seeing it threw my perspective...❤❤❤,This time Im seeing it threw my perspective
4560,❤,❤
4563,💓,💓
4566,❤,❤
4568,I love it❤❤,I love it
4570,❤🐯🐯💗💗,❤🐯🐯💗💗
4572,Queremos a Katy dessa época de volta 😭❤,We want the Katy of that era back 😭
4573,Me to 😅,Me to  😅
4576,Who came here i. 2024 and juat came to wacth for no reasons 😂,Who came here i 2024 and juat came to wacth for no reasons  😂
4578,❤yess.,yes
4580,😅,😅
4583,meeee🎉🎉 2024😊😊,hey 2024 🎉🎉😊😊
4585,1000000000000000000000000000🏝,1000000000000000000000000000🏝
4587,10⁰000000000000000000000000000000000000000000😍😍😍😍😍😍😍😍😍😍😍😍,10⁰000000000000000000000000000000000000000000😍😍😍😍😍😍😍😍😍😍😍😍
4591,OVER ! 4 billion views, and "just" 17mio likes? 🤔. This song is awesome because YOU are a Champion 🏆,OVER  4 billion views and just 17mio likes  This song is awesome because YOU are a Champion  🤔🏆
4593,Who’s still watching in 2024 august 21 😂,Whos still watching in 2024 august 21  😂
4594,August 22 Anyone ???🙃,August 22 Anyone 🙃
4595,Im here now 😂😂,Im here now  😂😂
4603,Katty perry Roar roar Roar Roar
Tiger ok chill dont roar at me 😢,Katty perry Roar roar Roar Roar
Tiger ok chill dont roar at me  😢
4609,How did u know this song? 
 Reply me❤,How did u know this song 
 Reply me
4611,10 years later and this song is still a banger🎉,10 years later and this song is still a banger 🎉
4616,Who came here after Blank Space? I did! 😭,Who came here after Blank Space I did  😭
4620,The Lion king : am i joke to you ? 😅,The Lion king  am i joke to you   😅
4622,This was one of my childhood favorites songs 😭❤️,This was one of my childhood favorites songs  😭
4628,Essa musica❤,It's music
4630,Ten years ago....😢❤,Ten years ago 😢
4632,Me 😂,Me 😂
4633,2024😂😂miauu😂😂,2024miauu 😂😂😂😂
4634,❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤it Is my favorite song,it Is my favorite song
4635,How from 2067😂😂😂😂
are you here 😂😂????????????????💃🏻,How from 2067
are you here  😂😂😂😂😂😂💃🏻
4636,My song for the world 🌍,My song for the world  🌍
4638,Lo recuerdo hace 10 años 😢😢❤😭,I remember it 10 years ago 😢😢😭
4639,Still Slaps 😮🎉,Still Slaps 😮🎉
4642,Jag älskar dig så mycket,.🎉🎉🎉🎉🎉🎉😊❤❤❤❤❤❤❤❤❤❤❤❤,I love you so much 🎉🎉🎉🎉🎉🎉😊
4643,👇who is watching in septembre 2024?????,who is watching in septembre 2024 👇
4644,Anyone in August 2024?
👇🏼 btw I’m so close to 2k so pls sub!❤,Anyone in August 2024
 btw Im so close to 2k so pls sub 👇🏼
4652,Me🎉,Me 🎉
4653,Amazing ❤,Amazing
4657,Women power 💪😍🙏❤️( im a 6.2 😏),Women power  im a 62 💪😍🙏😏
4658,Agin 29.8.24❤,Agin 29824
4662,We are on 20/August/2024 who is here for this beautiful song give me ❤,We are on 20August2024 who is here for this beautiful song give me
4664,Nice ❤❤,Nice
4665,👇🏻Who is watching in August 2024???,Who is watching in August 2024 👇🏻
4666,Anyone in 2024?
👇🏻Attendance,Anyone in 2024
Attendance 👇🏻
4678,😂😂😂😂😢😢😢😢😢😅😅,😂😂😂😂😢😢😢😢😢😅😅
4684,😅 I am,I am 😅
4692,I came here after i watched her parody 😂 baby girl,I came here after i watched her parody  baby girl 😂
4693,2065 someone? 😅,2065 someone 😅
4696,10年前に車の中で聴いたこの曲、ずっと探してた！小学生になる前やから英語とか読めるわけなくて、やっと見つけた!!!嬉しすぎる💕,I've been looking for this song since I heard it in the car 10 years ago. I was before I was in elementary school so there was no way I could read English. I'm so happy I finally found it. 💕
4701,❤❤love love Katy pretty,love love Katy pretty
4702,Bro I cry to this song bc I was such a gacha kid and omg this song was one of my favs😔,Bro I cry to this song bc I was such a gacha kid and omg this song was one of my favs 😔
4703,Who's watching this August 2024 😅,Whos watching this August 2024  😅
4706,My kids musicc😭😭,My kids musicc 😭😭
4708,Watching it from the land of tigers, India 🇮🇳,Watching it from the land of tigers India  🇮🇳
4709,Who is listening in 2025 🎉,Who is listening in 2025  🎉
4710,Me😊😊,Me 😊😊
4713,Who watching 2024?😊,Who watching 2024 😊
4714,Who is in August 2024??🎉🎉,Who is in August 2024 🎉🎉
4715,The queen🔥,The queen 🔥
4718,Me 😁,Me 😁
4721,1234❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊,1234❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊
4723,♥️♥️♥️♥️♥️♥️♥️,♥️♥️♥️♥️♥️♥️♥️
4725,Legend of the legend❤❤!,Legend of the legend
4727,Heyyyyy, anyone in Agusut 2024?👇🏻👇🏻,Heyyyyy anyone in Agusut 2024 👇🏻👇🏻
4729,🌏🌐🧿🪬🔟🕊,🌏🌐🧿🪬🔟🕊
4731,Muito linda,cancao❤❤❤❤🎉🎉,Very beautiful song 🎉🎉
4732,❤️🇧🇷🇧🇷🇧🇷🇧🇷,❤️🇧🇷🇧🇷🇧🇷🇧🇷
4735,Girl power😊😊😊😊😊😊😊,Girl power 😊😊😊😊😊😊😊
4737,Who  hates you if you don't like this song  - 2024  💞,Who  hates you if you dont like this song   2024   💞
4740,If you fail don't worry about it because it means first attempt in learning ❤,If you fail dont worry about it because it means first attempt in learning
4742,I am a champ. You gotta hear me.
🦍🐘🐅🐆🪲🎤🎤🎤,I am a champ You gotta hear me
 🦍🐘🐅🐆🪲🎤🎤🎤
4743,My dog is dead

😭😢😢😢😢😢😭😭😭😭😭😭😭😭😭😭,My dog is dead 😭😢😢😢😢😢😭😭😭😭😭😭😭😭😭😭
4744,In a jungel😮😮,In a jungel 😮😮
4745,Tigers❤❤❤❤❤😮😮😮😅😅😊😊,Tigers 😮😮😮😅😅😊😊
4747,😄😍😍😍🤩🤩🥰🥰🥰😇,😄😍😍😍🤩🤩🥰🥰🥰😇
4748,4b for this masterpiece even 10years later-, this was my favorite song of all time at 2017!! ❤,4b for this masterpiece even 10years later this was my favorite song of all time at 2017
4750,KENYA 🇰🇪 2024 AUGUST 20TH❤,KENYA  2024 AUGUST 20TH 🇰🇪
4752,😊😊😊😊😊😊😊😊😊😊😊😊0😊0😅😅😅😅❤❤❤❤❤❤❤❤❤❤❤❤100,😊😊😊😊😊😊😊😊😊😊😊😊0😊0😅😅😅😅❤❤❤❤❤❤❤❤❤❤❤❤100
4753,It's me favourite song ❤❤,Its me favourite song
4760,Anyone in 2024 ??❤❤❤❤❤
👇,Anyone in 2024 👇
4762,nah but why do they always have the 3rd graders sing this 💀💀💀,nah but why do they always have the 3rd graders sing this  💀💀💀
4763,Who's watching this on octomber 3030? 
👇,Whos watching this on octomber 3030 
 👇
4766,Who is the biggest fan of katy perry
👇🏻,Who is the biggest fan of katy perry
 👇🏻
4768,Kitty purry 😂😂😂😂,Kitty purry  😂😂😂😂
4771,Alex Band ❤,Alex Band
4772,My favorite songs.😘,My favorite songs 😘
4774,Tuổi thơ 😢 *cn/18/8/2024,Childhood cn1882024 😢
4775,watching August🖐️,watching August 🖐
4779,Tha best song 💅🌷👍,Tha best song  💅🌷👍
4781,❤,❤
4783,Pov: my😂😂,Pov my 😂😂
4784,August 2024😢???,August 2024 😢
4791,❤❤เพลงเพราะมาก❤❤,The song is very beautiful.
4794,You're so sweet and wonderful Katy love 💓💋 you 😚😘 for whom you're...,Youre so sweet and wonderful Katy love  you  for whom youre 💓💋😚😘
4804,Who watching in augest 2024?
👇,Who watching in augest 2024
 👇
4811,My childhood 😢😭😭,My childhood 😢😭😭
4815,143 Katy🫶🏻🫶🏻🫶🏻,143 Katy 🫶🏻🫶🏻🫶🏻
4816,❤❤❤,❤❤❤
4817,❤❤❤❤❤❤,❤❤❤❤❤❤
4824,Your song is so good that I'm even going to roll because it's good roar 😂😂,Your song is so good that Im even going to roll because its good roar  😂😂
4826,I love the old version of Katy Perry ❤,I love the old version of Katy Perry
4831,Niki 🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉❤,Niki 🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉
4832,Nostalgic👇,Nostalgic 👇
4833,That was awesome, Katy, keep up the great work, love this ❤,That was awesome Katy keep up the great work love this
4834,❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤😂,❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤😂
4835,Who's watching this in 2025??❤,Whos watching this in 2025
4836,Meow meow❤,Meow meow
4838,Good❤❤❤❤❤❤❤❤,Good
4839,I came here cz of mommy-katy version 😂,I came here cz of mommykaty version  😂
4843,4:29 is the best part 😮😮😮,429 is the best part  😮😮😮
4845,Katy Perry changed slot 😥,Katy Perry changed slot  😥
4852,The fact she survived without him in all manners hhh ❤,The fact she survived without him in all manners hhh
4853,2024,⚡️((((((((,2024,⚡️((((((((
4854,Love this!! Awesome video!!!🐒🐅🐘,Love this Awesome video 🐒🐅🐘
4855,Nice😊,Nice 😊
4859,❤,❤
4863,Me watching this in 2024 August 16  😂😂😂,Me watching this in 2024 August 16   😂😂😂
4865,First siting of a furry💀☠☠☠,First siting of a furry 💀
4877,I’m crying so hard 😭😭😭😭😭😭,Im crying so hard  😭😭😭😭😭😭
4878,Did anyone else noticed the Tiger's name was Kitty purry❤,Did anyone else noticed the Tigers name was Kitty purry
4879,I always listen to this song. It breaks my heart. It’s already 10 years.🥹🥹😭,I always listen to this song It breaks my heart Its already 10 years 🥹🥹😭
4880,I love you ❤❤❤,I love you
4883,Ten teledysk ❤❤❤,This music video
4886,What the hell... 😂😂 I watch this on August 2024 lol,What the hell  I watch this on August 2024 lol 😂😂
4887,4 BILLION views 😮!,4 BILLION views 😮
4888,😍😍😍😍😍😍😍😍,😍😍😍😍😍😍😍😍
4890,Imagine this in 2099💐,Imagine this in 2099 💐
4891,4B🎉🎉🎉,4B 🎉🎉🎉
4892,❤🎉Love you ❤,Love you 🎉
4895,Now that #katyperry is OFFICIALLY our 2024 #VMAs Video Vanguard...  ❤🧡,Now that katyperry is OFFICIALLY our 2024 VMAs Video Vanguard   🧡
4896,Now that #katyperry is OFFICIALLY our 2024 #VMAs Video Vanguard...  ❤🎉,Now that katyperry is OFFICIALLY our 2024 VMAs Video Vanguard   🎉
4898,Кто смотрит в августе , сентябре 2024 👇🏻,Who's watching in August September 2024 👇🏻
4900,👇anyone from September 2024????,anyone from September 2024 👇
4903,When i was listening to this i was a  teenage but i can t  forgot that roaaaaar , from morocco ❤,When i was listening to this i was a  teenage but i can t  forgot that roaaaaar  from morocco
4904,If you are watching this today 
👇,If you are watching this today 
 👇
4905,❤,❤
4906,Best of the best one👍,Best of the best one 👍
4907,🎉,🎉
4908,I love u roar is my fav song!!!!!!!!!!$😍😍😍😍😍😍🤣🤣🤣😉😉😉😉,I love u roar is my fav song 😍😍😍😍😍😍🤣🤣🤣😉😉😉😉
4911,My nuts might be cut but my ship hits hard

Home

Target 🎯

Express,My nuts might be cut but my ship hits hard

Home

Target 

Express 🎯
4913,Anyone from 2026😢🖐️,Anyone from 2026 😢🖐
4918,Not just a comment.    TAUGHT CORRECTLY.     Stick 🌳 with it.  Ok 👌,Not just a comment    TAUGHT CORRECTLY     Stick  with it  Ok  🌳👌
4921,اهخخ اغنيه طفولتي اشتقت😔💔,Oh, I miss my childhood song 😔💔
4922,🌱🌿☘️🍀🪴🎋🍃,🌱🌿☘️🍀🪴🎋🍃
4924,Firvicu i❤,Firvic i
4925,Hi my name is hannahkau❤❤❤❤❤❤,Hi my name is hannahkau
4927,❤❤❤❤❤❤,❤❤❤❤❤❤
4930,Kereenn “❤❤ “ 2:54,Cool 254
4934,I’m  a fan of a lion and tiger only if they were my pets🤩🦁🐯,Im  a fan of a lion and tiger only if they were my pets 🤩🦁🐯
4937,a esos exploradores mas de 4000 en 10 años 😊,to those explorers more than 4000 in 10 years 😊
4939,This is Art 👍🙌,This is Art  👍🙌
4940,I didn't know why this song has 4b views until 2.16 🐅🐯,I didnt know why this song has 4b views until 216  🐅🐯
4942,❤ I love this song so much ❤❤❤❤❤❤,I love this song so much
4943,❤❤❤❤❤,❤❤❤❤❤
4944,Time flies so fast.

Last 10 years I’m just a kid 
Oh now I’m a teenager 😭,Time flies so fast

Last 10 years Im just a kid 
Oh now Im a teenager  😭
4949,I love you ❤️ 2024,I love you  2024
4951,Best clip ever 😍,Best clip ever  😍
4952,I love this song ❤,I love this song
4955,4 миллиарда просмотров 😁💪💪💪©,4 billion views 😁💪💪💪
4956,I'm watching live from Juba Republic of South Sudan 🇸🇸,Im watching live from Juba Republic of South Sudan  🇸🇸
4958,❤❤❤,❤❤❤
4964,❤🎉 keeping it real ❤🎉,keeping it real 🎉🎉
4967,Best of the best ever❤,Best of the best ever
4968,🐅🔥🦘,🐅🔥🦘
4972,Me and my sister love your videos they're my favorite🎉❤😊,Me and my sister love your videos theyre my favorite 🎉😊
4973,💛💜,💛💜
4974,Still my favourite date 15/8/2024❤,Still my favourite date 1582024
4976,The music industry changed a lot 😢,The music industry changed a lot  😢
4981,Que mina gata, meu Deus!
Love Katy Perry! ♥️♥️♥️,Que mina gata meu Deus
Love Katy Perry
4982,2024🎉,2024🎉
4983,Who will watching in 2025? 😢,Who will watching in 2025  😢
4987,❤❤❤❤❤❤🎉🎉🎉🎉🎉🎉,❤❤❤❤❤❤🎉🎉🎉🎉🎉🎉
4989,❤🎉,❤🎉
4993,Who watching 🙄,Who watching  🙄
4995,I love  it ❤ ❤ ❤,I love  it
5000,Katy Perry songs ❤❤❤❤❤ i want more songs KP ❤❤❤❤❤😂❤❤,Katy Perry songs  i want more songs KP  😂
5001,3:07 just katy’s thing❤,307 just katys thing
5004,❤❤still best,still best
5005,❤❤❤❤❤,❤❤❤❤❤
5009,自信無くした時とか聞きに来ると、自然と元気出て自信持てるようになるんだよな〜、歌って凄っ,When I'm feeling insecure, I listen to this song and it cheers me up and makes me feel more confident. Songs are amazing.
5011,🎉🎉🎉😅😊😂😮😢😅😂😂🎉😢😮😮😮😮😮😮😮*888#🎉😂😢😅😢😢😢😢😢,🎉🎉🎉😅😊😂😮😢😅😂😂🎉😢😮😮😮😮😮😮😮*888#🎉😂😢😅😢😢😢😢😢
5017,❤❤,❤❤
5018,Decade things.....❤❤❤,Decade things
5022,❤❤❤🤟🤟🤟,❤❤❤🤟🤟🤟
5023,❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤
5030,She is so picky very nice song in the world I like roar 🎉🎉🎉🎉🎉🎉🎉,She is so picky very nice song in the world I like roar  🎉🎉🎉🎉🎉🎉🎉
5036,If your here on August 2024 You can like this comment 😎!,If your here on August 2024 You can like this comment  😎
5037,Hi😅😊😊😅,Hi 😅😊😊😅
5043,Just 🍒🍹🍎,Just 🍒🍹🍎
5045,Im in 2024🎉,Im in 2024 🎉
5048,here I'm! 🇮🇹,here Im 🇮🇹
5053,Who is watching in August 2024?😅,Who is watching in August 2024 😅
5055,This was my school ❤❤🎉,This was my school  🎉
5056,Watching in 2025👇,Watching in 2025 👇
5058,1:24 "Я ем печенье и йогурт, нахер мне ром" 😂😂😂😂,124 I eat cookies and yogurt, I don't give a shit about rum 😂😂😂😂
5062,Who else is still wAtching???🎉😂,Who else is still wAtching 🎉😂
5065,I love this music❤,I love this music
5066,Bien 👍,GOOD 👍
5068,Who's listening in 2050😅😂,Whos listening in 2050 😅😂
5069,Who is 2024 like  this music 🎉🎉🎉,Who is 2024 like  this music  🎉🎉🎉
5074,👇 Who is there in December 2024???,Who is there in December 2024 👇
5080,❤❤❤❤❤❤😊,❤❤❤❤❤❤😊
5081,2024🗣️😁👇,2024🗣️😁👇
5082,12 август 2024🙂🙏,August 12, 2024 🙂🙏
5084,Thi song is ❤❤,Thi song is
5087,❤,❤
5088,👸🏻🕵🏻👩🏻,👸🏻🕵🏻👩🏻
5091,Oh my god🎉🎉,Oh my god 🎉🎉
5093,كانت احلا لقطه عندي حيل احبه 1:22😅,It was the best shot for me, I love it so much 122 😅
5098,My childhood crush ❤❤❤,My childhood crush
5100,😍 Tamo' rugiendo❤❤❤❤❤,Tamo roaring 😍
5101,❤❤❤❤❤,❤❤❤❤❤
5105,Me😅❤,Me 😅
5110,nokia？,nokia
5111,🌹⭐😎🌻🤘🌴,🌹⭐😎🌻🤘🌴
5118,🌄🌏🍇💖😅♥️♥️🍆🍆🍒🌄🍎🍆🍎♥️🌍💖🇰🇷👑🏞🏖명작 아티스트>>🌄🍆🍆🏞💖🌍♥️😅🍇🏨🌄🍅,Masterpiece Artist 🌄🌏🍇💖😅🍆🍆🍒🌄🍎🍆🍎🌍💖🇰🇷👑🏞🏖🌄🍆🍆🏞💖🌍😅🍇🏨🌄🍅
5120,I'm in August ❤😂,Im in August 😂
5125,🇦🇺🪃,🇦🇺🪃
5129,2024 😂anyone?,2024 anyone 😂
5130,Who is watching in August 2024?❤,Who is watching in August 2024
5134,Me and my sister grew with this song. 😂,Me and my sister grew with this song  😂
5135,Me from london 😅🎉,Me from london  😅🎉
5138,Me❤,Me
5139,Ya,Katy Perry. I love you n your awesome music 🎶❣️❤❤❤❤❤ God bless you n your family, friends...,YaKaty Perry I love you n your awesome music  God bless you n your family friends 🎶
5140,😢,😢
5147,𝓐𝓾𝓰𝓾𝓼𝓽 2024?
👇𝔂𝓮𝓼        👇𝓷𝓸,𝓐𝓾𝓰𝓾𝓼𝓽 2024?
👇𝔂𝓮𝓼        👇𝓷𝓸
5152,August 2024 😂🙌🏻 10 years later and im still knowing the all lyrics 🤣,August 2024  10 years later and im still knowing the all lyrics  😂🙌🏻🤣
5157,❤,❤
5161,I got my tires on fire😂,I got my tires on fire 😂
5163,I GOT THEE EYE OF THE TIGER😖🥺🥺,I GOT THEE EYE OF THE TIGER 😖🥺🥺
5164,Me gusta mucho esta canción ❤,I really like this song
5166,❤❤,❤❤
5167,❤,❤
5168,I’m in August
🎉,Im in August 🎉
5169,❤,❤
5170,I LOVE YOU BFF❤,I LOVE YOU BFF
5176,2024
👇,2024
👇
5182,❤❤❤❤,❤❤❤❤
5184,La peste ne finira jamais en Europe 💪🙏☠️,The plague will never end in Europe 💪🙏
5189,1:56 the way the monkey closed it's eyes😂🙈,156 the way the monkey closed its eyes 😂🙈
5190,The State Of Self-realisation 🐯,The State Of Selfrealisation  🐯
5196,Me watching this video in 2024❤,Me watching this video in 2024
5197,October 3029😢,October 3029 😢
5199,Celebrating 11 years for this masterpiece and still a major mega hit who's here ❤❤❤,Celebrating 11 years for this masterpiece and still a major mega hit whos here
5204,10 year anniversary listening to ROAR. ❤,10 year anniversary listening to ROAR
5206,❤🎉🎉❤🎉❤🎉❤🎉❤🎉❤,❤🎉🎉❤🎉❤🎉❤🎉❤🎉❤
5207,📍,📍
5215,I am watching in 10 of August 😊,I am watching in 10 of August  😊
5216,Who are in 2050😂,Who are in 2050 😂
5223,where is your lion❤❤❤😂😂😂,where is your lion 😂😂😂
5224,👇katy perry love❤❤,katy perry love 👇
5225,who remembers?
👇 dpnt like just reply❤,who remembers
 dpnt like just reply 👇
5227,❤❤❤,❤❤❤
5228,My 4 yo daughter 😂,My 4 yo daughter 😂
5231,Beautiful song and favorit ❤❤❤,Beautiful song and favorit
5235,It s my favorite sound 🎼,It s my favorite sound  🎼
