row_number,original_comment,translated_comment
6596,I love this song so much ❤❤,I love this song so much
6601,感謝你讓許多人留下一輩子難忘的幸福回憶！,Thank you for leaving many people with happy memories that will last a lifetime
6608,4 BILLION VIEWS 🎉

We came a long way boys🗿🗿,4 BILLION VIEWS 

We came a long way boys 🎉🗿🗿
6612,2025 Hi🎉🎉,2025 Hi 🎉🎉
6614,😈,😈
6617,😊,😊
6620,Lovely❤❤❤,Lovely
6621,Waiter’s reaction is gold 2:12 😂,Waiters reaction is gold 212  😂
6624,Good to hear😍😍😍,Good to hear 😍😍😍
6625,Amooooo🎉,I love it 🎉
6628,2015 was 9 years ago 😨,2015 was 9 years ago  😨
6630,Who’s watching in May 2024? 🖤,Whos watching in May 2024  🖤
6632,Still watching😊😊❤❤❤,Still watching 😊😊
6638,Vietnam 2024 ❤,Vietnam 2024
6639,This is honestly the best celebrity wedding crashing video I've ever seen!❤🎉😂,This is honestly the best celebrity wedding crashing video Ive ever seen 🎉😂
6646,Who are in 2024😢,Who are in 2024 😢
6648,Hello 2024🎉,Hello 2024 🎉
6649,i love  you adam levine.... were gonna be together forever and EEVVVEERR..... 😈,i love  you adam levine were gonna be together forever and EEVVVEERR  😈
6650,Love this video 🎉,Love this video  🎉
6652,Eu😂😂😂😂,Eu 😂😂😂😂
6659,40億啦！！！🎉,4 billion 🎉
6660,Leaves goose bumps every time ! Very heartwarming video ❤,Leaves goose bumps every time  Very heartwarming video
6666,Always remember memories 🎉🎉🎉 2:37,Always remember memories  237 🎉🎉🎉
6670,2024🎉🎉🎉❤,2024🎉🎉🎉❤
6672,Whu is listening 🎧 now ❤,Whu is listening  now  🎧
6678,WHO THINKS THIS IS A W SONG
👇,WHO THINKS THIS IS A W SONG
 👇
6683,Wow 4000000000views
🎉masterpiece🎉,Wow 4000000000views
masterpiece 🎉🎉
6691,Helo AĐAM 🎉🎉😮😮,Hello Adam 🎉🎉😮😮
6692,It's February 2024 who's with me
Thanks for the 0 likes😢,Its February 2024 whos with me
Thanks for the 0 likes 😢
6695,生姜～安い～地下で取れたのに～,Ginger is cheap and I got it underground.
6696,QUEM ESTÁ ASSISTINDO ISSO EM 2025❤,WHO IS WATCHING THIS IN 2025
6697,Watching from Papua New Guinea 🇵🇬,Watching from Papua New Guinea  🇵🇬
6699,生姜〜安い〜ちかーで取れたのにぃwww,Ginger is cheap and I was able to get it nearby lol
6701,Feb 2024 😂😂,Feb 2024 😂😂
6702,Do it in Egypt please 😂😂😂❤,Do it in Egypt please  😂😂😂
6704,I am getting married this Saturday February 17 2024, I wish they would show up 😂,I am getting married this Saturday February 17 2024 I wish they would show up  😂
6705,오 한국내한공연~,Oh, Korea concert
6709,This song never die😊,This song never die 😊
6718,Now that's a wedding reception !😮,Now thats a wedding reception  😮
6732,언제봐도 행복해지는 뮤비야,It's a music video that makes me happy every time I watch it
6740,我的湯姆貓機器娃娃會唱…,My Tom Robot Doll Can Sing
6742,This video really makes me happy😊😊,This video really makes me happy 😊😊
6747,😆,😆
6748,sugar yes please😊✨,sugar yes please 😊
6750,ㅋㅋ,ㅋㅋ
6752,Беларусь на месте ❤2024,Belarus in place 2024
6756,Legend 🗿👑,Legend 🗿👑
6764,I❤ See some	joy in the song,I See some	joy in the song
6765,Vcs tem vir para o Brasil maroon 5 🇧🇷 🇺🇲🎸🎶👍,You have to come to Brazil Maroon 5 🇧🇷🇺🇲🎸🎶👍
6771,最初のお嫁さんの腕の筋肉よw,The arm muscles of his first wife lol
6778,Who's getting married in a few days? 😊,Whos getting married in a few days  😊
6780,The day is going well 🎉😊😂,The day is going well  🎉😊😂
6782,この歓声が無いとダメな体になっちまってよ…,Without these cheers, my body would be useless
6783,Love 💜,Love 💜
6787,😂😂😂😂,😂😂😂😂
6789,4B yaaaaazz❤🎉,4B yaaaaazz 🎉
6799,Congratulation 4Billion🎉🎉🎉,Congratulation 4Billion 🎉🎉🎉
6801,me🎉,me 🎉
6804,Who else Love's this Song?🔥👇,Who else Loves this Song 🔥👇
6811,生姜〜安い〜地下〜で取れたのにぃ〜
前ショート動画で見たこれが頭の中にでてくるwwwww,Ginger is cheap and I got it underground.
I saw this in a short video a while ago and it's stuck in my head lol
6812,❤❤❤2024,❤❤❤2024
6815,Who else is watching this in 2024 😃✨,Who else is watching this in 2024  😃
6817,4 Billion and still going daaaamn ❣❣❣ never gets old,4 Billion and still going daaaamn  never gets old
6819,❤ im from Việt Nam 🇻🇳,I am from Vietnam 🇻🇳
6820,johb121 February 9 2024😊,johb121 February 9 2024 😊
6824,音樂超級好聽,The music is super nice
6829,It’s February 2024, let’s see how much legends are listening to this iconic music video! 🔥❤,Its February 2024 lets see how much legends are listening to this iconic music video  🔥
6830,Once you get Marooned you always stay tuned 🫵🏾,Once you get Marooned you always stay tuned  🫵🏾
6832,2024-2-10 2:04 大年初一,2024210 204 New Year's Day
6835,40億再生おめでとう！！,Congratulations on 4 billion views
6838,I remember listening to this in elementary school every single day I miss those days 😢,I remember listening to this in elementary school every single day I miss those days  😢
6840,4002million views 🎉🎉🎉🎉😭😭😭,4002million views 🎉🎉🎉🎉😭😭😭
6843,❤❤❤❤❤❤❤🎉🎉🎉🥰🥰🥰🥰,❤❤❤❤❤❤❤🎉🎉🎉🥰🥰🥰🥰
6845,😅,😅
6846,💕,💕
6849,The best song ever!🩷🩷🩷🤍☘️🪷🌺🌸🌼💐,The best song ever 🩷🩷🩷🤍🪷🌺🌸🌼💐
6851,🙋‍♂️,🙋‍♂️
6852,Love song maroon 5❤❤🎉🎉,Love song maroon 5 🎉🎉
6860,Damn, I didn't know Mickey mouse could sing.😂,Damn I didnt know Mickey mouse could sing 😂
6865,Love from india 🇮🇳 #adamlevine,Love from india  adamlevine 🇮🇳
6867,4B 🎉,4B 🎉
6869,Love you guys! And this is fantastic❣️❣️❣️,Love you guys And this is fantastic
6871,4B!!!🎉🎉🎉,4B 🎉🎉🎉
6872,Bastard 😂 song when u translate 😅😅,Bastard  song when u translate  😂😅😅
6875,Beautiful 🥰🌹,Beautiful 🥰🌹
6877,4 Billion already🎉,4 Billion already 🎉
6886,좋다..,good night
6890,😊🎉❤❤❤❤❤❤❤❤,😊🎉❤❤❤❤❤❤❤❤
6899,My daughter learned how to play this on the drums ❤,My daughter learned how to play this on the drums
6900,9 years later and he has still got a huge place in all our hearts ♥,9 years later and he has still got a huge place in all our hearts
6901,I love your song❤️❤️❤️😍👌,I love your song 😍👌
6905,Hello❤,Hello
6907,日本人です。
誰か日本人で見てる人います？,I'm Japanese. Is there anyone Japanese watching this?
6908,Congrats🎉🎉 4B views 🎉🎉,Congrats 4B views 🎉🎉🎉🎉
6910,4Billion 
Soooo Sweeettttt
SUGAR❤❤,4Billion 
Soooo Sweeettttt
SUGAR
6913,1:37 
生姜〜
やーすーい
ちかーでとれたのーにー,137 
Ginger
It's cheap
It was picked nearby
6914,6/02/2024🎉❤,6/02/2024🎉❤
6917,Why does every billion video has a "who else watching in 2023/24?" 😭,Why does every billion video has a who else watching in 202324  😭
6919,If you like this comment you are officially after 4B views
 👇,If you like this comment you are officially after 4B views
  👇
6922,This song never gets bad 😊,This song never gets bad  😊
6923,Can’t believe this video has 4b views 😳😮,Cant believe this video has 4b views  😳😮
6927,He was talking about me being the girl who's hotter than a Southern California Day! 😎 😘,He was talking about me being the girl whos hotter than a Southern California Day   😎😘
6928,4B 🎉🎉🎉,4B 🎉🎉🎉
6930,Por una taza de arroz dos de agua ✨,For one cup of rice two cups of water
6931,مين يسمعها للحين زي 🕺🏻,Who still listens to it? 🕺🏻
6932,願天下有情人終成眷屬😊,May all lovers in the world get married eventually 😊
6933,4bililon views 🎉🎉,4bililon views 🎉🎉
6935,婚礼蹭饭😂,Wedding meal 😂
6936,祝40億回再生㊗️,May 4 billion come back to life
6937,❤❤,❤❤
6940,4 billion🔥 who else is here?,4 billion who else is here 🔥
6941,40億🎉,4 billion 🎉
6949,February 2024 anyone?
Edit: OMG THANK YOU FOR 2 LIKES 🔥🔥💯💯👍👍🏆🏆🐐🐐,February 2024 anyone
Edit OMG THANK YOU FOR 2 LIKES  🔥🔥💯💯👍👍🏆🏆🐐🐐
6951,It would definitely be a dream to have you guys to show up at my wedding when that happens. 😢,It would definitely be a dream to have you guys to show up at my wedding when that happens  😢
6952,Omfg, it's finally 4B views! 
Everyone just waiting for 4,000,000,000
👇,Omfg its finally 4B views 
Everyone just waiting for 4000000000
 👇
6959,4 BILLION VIEWS!!! THANK YOU EVERYONE!!!!!! 👏👏👏👏👏👏👏👏👏👏,4 BILLION VIEWS THANK YOU EVERYONE 👏👏👏👏👏👏👏👏👏👏
6964,40億再生おめでとう！！！🎉🎉🎉🎉,Congratulations on 4 billion views 🎉🎉🎉🎉
6967,4 billion!!!🎉🎉🎉,4 billion 🎉🎉🎉
6968,4B🎉😍🔥💅💫💋,4B 🎉😍🔥💅💫💋
6969,4000M🎉🥳😍💯🔥,4000M 🎉🥳😍💯🔥
6971,I love Maroo 5❤❤❤❤,I love Maroo 5
6973,4 000 000 000!!!!!!!🎉🎉🎉,4 000 000 000!!!!!!!🎉🎉🎉
6982,This masterpiece has already 4 Billion views. Congrats🎉🎉,This masterpiece has already 4 Billion views Congrats 🎉🎉
6995,Now 04.02.2024😂,Now 04022024 😂
6996,Просто шикарно!👏👏👏👏👏
Отпад❤,Simply gorgeous
Awesome 👏👏👏👏👏
6998,4billion!!!!!🎉 from Japan,4billion from Japan 🎉
7003,Lovely ❤,Lovely
7004,Спасибо. А то обыскался, что посмотреть и послушать🎉,Thank you, I was looking for something to watch and listen to. 🎉
7006,На мою свадьбу позову 😅,I'll invite you to my wedding 😅
7010,Até hoje o povo acredita que não foi combinado 😅,To this day people believe that it was not agreed upon. 😅
7011,生姜ー
安いー
地下ーで取れたノーニー,Ginger - cheap - nonie - grown underground
7015,2024  😂😂😂😂,2024  😂😂😂😂
7016,生姜 安い～ 地下で取れたのに〜w 2:18,Ginger is cheap. I got it underground lol.
7020,Solo existen 14 videos con más de 4000M de vistas, este pronto será uno de ellos 🔥,There are only 14 videos with more than 4000M views this will soon be one of them 🔥
7028,Complete my day 😂,Complete my day  😂
7030,Maroon 5 is one of my favorate music video,,,,😮😮😮😮😊😊😊,Maroon 5 is one of my favorate music video 😮😮😮😮😊😊😊
7034,One of the most amazing videos ever.  It always makes me smile and tear up at the same time ❤,One of the most amazing videos ever  It always makes me smile and tear up at the same time
7039,マルーン5良く知らないけど、39億回ならどんなものかとつい見てしまう。,I don't know much about Maroon 5, but I can't help but watch it to see what it's like to watch it 3.9 billion times.
7043,現在聽覺的很吵,It's very noisy now
7044,😊🤗👏👍,😊🤗👏👍
7046,生姜ーやーすいー、地下ーで取れたのーにー
これにしか聞こえなくて無理😂,Ginger is cheap and I got it underground.
I can't listen to anything else. 😂
7054,比中国明星亲民哎++++++++++++++++,More friendly than Chinese stars
7059,Its February 2024, let's see how many legends are listening to this incredible song💜,Its February 2024 lets see how many legends are listening to this incredible song 💜
7060,下次不要再把車停在馬路,Don't park on the road next time
7061,🖤🖤🖤🥸🥸,🖤🖤🖤🥸🥸
7062,Everytime i watching, my eyes is watery 😂😂,Everytime i watching my eyes is watery  😂😂
7065,Still 2024 (in Nepal it's 2080) How many of you are listening to this masterpiece ❤,Still 2024 in Nepal its 2080 How many of you are listening to this masterpiece
7070,So músicas 5⭐️,Only songs 5
7072,I just watched them live in Cape Town South Africa

Was awesome 🎉❤,I just watched them live in Cape Town South Africa

Was awesome  🎉
7073,この曲を聞いて、コメント見たら涙が落ちてきました！❤すごくいい曲！,When I heard this song and read the comments, tears came to my eyes. Such a great song.
7078,😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢,😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢
7079,เป็นไปได้อยากให้มา้ดินอีสานร้อยเอ็ด☺️☺️,It is possible to come to the Northeast to see the AIDS-free world.
7082,2024 Time Travelers ☀🌝🌞⭐,2024 Time Travelers 🌝🌞
7086,The song is very good, I listen to it 20 times a day  ❤❤🎧🎧,The song is very good I listen to it 20 times a day   🎧🎧
7087,Mind blown every time I watch this! Still smiling 🙂,Mind blown every time I watch this Still smiling  🙂
7090,❤TI❤,OF
7106,2024✨👋🏻,2024✨👋🏻
7110,Algum brasileiro lembrando do passado com essa música.😢,Some Brazilian remembering the past with this song 😢
7121,Passando para avisar que casarei este ano e aceito a modesta presença do Maroon 5 no meu casório! 😁,I'm just letting you know that I'm getting married this year and I accept the modest presence of Maroon 5 at my wedding. 😁
7122,Alguem portugue aqui 😂😂,Any Portuguese here? 😂😂
7128,生姜ー安いー地下で取れたのに〜www,Ginger - cheap - I got it underground lol
7129,I am watching and i love this song ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,I am watching and i love this song
7132,Profundo antes de vira super😂😂,Deep before turning super 😂😂
7133,Waouh 😮 https://youtube.com/shorts/UCbnx7Qy-GE?feature=shared,Waouh  httpsyoutubecomshortsUCbnx7QyGEfeatureshared 😮
7139,❤❤,❤❤
7141,I really love you guys ❤❤❤❤,I really love you guys
7142,Bravo❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉,Bravo 🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉
7144,何回見ても🎵素晴らしい🎵サプライズです✋

今年保育所からのマブダチが沖縄で！結婚式💒あげるので…

サプライズで！本当に来て欲しいです。,It's a wonderful surprise no matter how many times I see it.

My best friend from daycare is getting married in Okinawa this year,

so I really want him to come as a surprise. 🎵🎵💒
7145,❤❤❤,❤❤❤
7146,My english teacher showed me 😢,My english teacher showed me  😢
7147,🎉🎉🎉,🎉🎉🎉
7148,❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤
7152,PERTH 🎉😊 YOU ARE  VERY GOOD,PERTH  YOU ARE  VERY GOOD 🎉😊
7153,PERTH 🦒 🎉😊I LOVE YOU,PERTH  I LOVE YOU 🦒🎉😊
7155,Such a great band❤❤❤❤❤❤,Such a great band
7156,It Is I who watches this❤,It Is I who watches this
7157,hey imagine in your wedding❤❤❤,hey imagine in your wedding
7160,Keep stealing our hearts at 2024 as well ❤,Keep stealing our hearts at 2024 as well
7163,Me
😊,Me 😊
7166,🎉🎉2024,🎉🎉2024
7167,I love this video for yrs I watched it over 50 x ❤!,I love this video for yrs I watched it over 50 x
7168,I think it's the coolest MV of the era . U still listening 🎧 in 2024 ?,I think its the coolest MV of the era  U still listening  in 2024  🎧
7171,I'll be back😊,Ill be back 😊
7172,Back to listening again ❤,Back to listening again
7173,我,I
7181,This is a very great song 😊😊😊,This is a very great song  😊😊😊
7186,👋 Me,Me 👋
7187,Love it love it love it❣️❣️❣️❣️❣️☕️👩‍❤️‍👨 4:29,Love it love it love it 429 👩👨
7190,Mi tema desde los 6 años 😻💪🏻,My theme since I was 6 years old 😻💪🏻
7194,Спасбо за этот праздник😊,Thank you for this holiday 😊
7196,Especiales. 🙏🎶🎶🎶🎶🎶🎶😘😘😘💖💖💖👏👏👏👏temazo.y casamientos !,Special themes and weddings 🙏🎶🎶🎶🎶🎶🎶😘😘😘💖💖💖👏👏👏👏
7200,❤❤,❤❤
7205,Is there anyone in 2024?🎉🎉,Is there anyone in 2024 🎉🎉
7209,Actually that very sweet surprise for the bride and groom❤,Actually that very sweet surprise for the bride and groom
7215,Época que não vou tá mais sodades ❤,Time that I won't be missing anymore
7217,Who is watching in january 2025👇,Who is watching in january 2025 👇
7219,Esse vídeo é muito gostoso de se ver...amoooo❤,This video is really nice to watch
7223,音楽の力は凄い,The power of music is amazing
7228,me😊,me 😊
7234,This was great, who cares if it took a long time, looks like everyone had a blast❣️❣️❣️❣️❣️👩‍❤️‍👨☕️,This was great who cares if it took a long time looks like everyone had a blast 👩👨
7235,Best band of all time❤,Best band of all time
7236,2024😂,2024😂
7237,🙋🙋🙋following PJ Morton's journey,following PJ Mortons journey 🙋🙋🙋
7241,日本のテレビ（TV）で放送されてました、サプライズでこのような事最高だろうな～、一生忘れないよね！！,It was broadcast on Japanese TV. It was a great surprise. I'll never forget it.
7244,I'm the only one dosent know this song 😭,Im the only one dosent know this song  😭
7246,Don't let nobody touch it unless that somebody's me!!! 😂😂,Dont let nobody touch it unless that somebodys me  😂😂
7247,nice car 😎,nice car 😎
7248,Que nostalgia ma, broht🥺❤️❤️,What a nostalgia my broht 🥺
7251,2:51
👀✍️🫰,2:51
👀✍️🫰
7261,❤ 🇱🇰,❤ 🇱🇰
7265,이거 진짜 리얼?,This is so real
7268,2024 still favorite ❤❤❤,2024 still favorite
7269,You are my cousin ❤,You are my cousin
7271,Yo a todo volumen 🎧🎶😎enero 2024💪💪🙂,Me at full volume January 2024 🎧🎶😎💪💪🙂
7272,2024🎉,2024🎉
7273,😂😂😂❤❤❤,😂😂😂❤❤❤
7274,Thank you so much for being the lightening within my hearts journey! ❤❤❤❤ your music kept me! ❤,Thank you so much for being the lightening within my hearts journey  your music kept me
7278,2024..🎉🎉🎉,2024..🎉🎉🎉
7280,people watching this is 2024 22nd of jan
👇,people watching this is 2024 22nd of jan
 👇
7286,Anyone else thinking of the parody version while watching this?😂,Anyone else thinking of the parody version while watching this 😂
7289,日本人でも感動します。,Even Japanese people are impressed
7291,It never old ( Always FIRE 🔥🔥🔥),It never old  Always FIRE  🔥🔥🔥
7295,There are my friends ！！,There are my friends
7300,Who,s  whathing this in 2024😁😁,Whos  whathing this in 2024 😁😁
7301,Me shxt hot wot they dun 4 those couples sound man 🎉,Me shxt hot wot they dun 4 those couples sound man  🎉
7303,What a sweet idea for a video😘love this love their music!!!!!!!!!!!!!!,What a sweet idea for a videolove this love their music 😘
7304,😊me,me 😊
7305,Maroon 5 I love YOU...❤❤❤from Brazil,Maroon 5 I love YOUfrom Brazil
7306,Maroon 5 I love YOU...❤❤❤from Brazil,Maroon 5 I love YOUfrom Brazil
7309,2024 👁️🫦👁️,2024 👁️🫦👁️
7312,2024.01.20 ❤❤❤,2024.01.20 ❤❤❤
7314,I love 2015 song that 😆😆😍🎧,I love 2015 song that  😆😆😍🎧
7318,The old days 😢,The old days  😢
7322,名作中の名作,A masterpiece among masterpieces
7330,Leaving a comment so when someone likes i will come and listen to it again❤,Leaving a comment so when someone likes i will come and listen to it again
7331,Good video ❤,Good video
7333,I am looking in 2024😂,I am looking in 2024 😂
7335,I Love ❤,I Love
7337,This is a masterpiece 😊,This is a masterpiece  😊
7339,Adam levine ❤,Adam levine
7342,El mañas 😂 🇨🇱,The maniac 😂🇨🇱
7343,O meu nome é Yasmin e o meu tio e Carlos 🎉😊,My name is Yasmin and my uncle is Carlos 🎉😊
7349,Este ca si cum l-as asculta pe Ion Iliescu in buda 🙂,It's like letting Ion Iliescu listen in the bathroom 🙂
7353,Eu amo esse clip , sempre volto aqui ! ❤❤❤,I love this clip, I always come back here
7355,I like the Key of Awesome and Bart Baker   parodies..in a way EVEN better 😂,I like the Key of Awesome and Bart Baker   parodiesin a way EVEN better  😂
7356,Good job i like it so much❤❤❤🎉🎉🎉,Good job i like it so much 🎉🎉🎉
7357,Best song ever..💓💓💓,Best song ever 💓💓💓
7358,The Asian parents kill me 😂,The Asian parents kill me  😂
7360,Si te casas pones a maroon 5 ❤
Si te divorcias a bad bunny 😂,If you get married, you play Maroon 5. 
If you get divorced, you play Bad Bunny. 😂
7362,برای همه. این اتفاق میفته. یا خاصه. منم ؟؟؟؟❤❤❤❤❤فکر کنم. تغییراتش با منه ❤❤❤❤,Does this happen to everyone or is it just me? I think the changes are mine.
7366,🌝🍿✨ The Hollywood Roosevelt 🖤♠️🌞,The Hollywood Roosevelt  🌝🍿🖤🌞
7368,🎉❤😊,🎉❤😊
7370,Who's watching it in 2024..!!??😅,Whos watching it in 2024 😅
7371,Who's watching it in 2024..!!??😅,Whos watching it in 2024 😅
7372,Who's watching after Jan 18 2024?😅,Whos watching after Jan 18 2024 😅
7376,2028😊,2028😊
7377,❤❤❤,❤❤❤
7380,😂😂😂😂😂😂😂,😂😂😂😂😂😂😂
7387,I love watching the shock on the peoples faces 😂,I love watching the shock on the peoples faces  😂
7395,Me❤💜2024,Me2024 💜
7396,I love maroon 5!!! ❤😢,I love maroon 5 😢
7399,17 ม.ค. 2567 🎵🎶🎼,17 Jan 2024 🎵🎶🎼
7400,Ya casi 4B de vistas ☠️,Almost 4B views already
7402,生姜安い〜からきた人！,People who came because ginger is cheap
7408,Кто после Фаррух 👇,Who after Farrukh? 👇
7410,This hurts so nostalgic 😢,This hurts so nostalgic  😢
7411,Thanks 🇧🇷,Thanks  🇧🇷
7422,🥬💚🐿,🥬💚🐿
7423,El mañas 😂,The maniac 😂
7425,Si eu! Îmi place mult melodia asta! 🎉❤,Me too I really like this song 🎉
7427,4:11 ❤❤❤,4:11 ❤❤❤
7430,Anyone other India's are here 🇮🇳,Anyone other Indias are here  🇮🇳
7432,😢😮❤😂😂❤❤❤❤❤😂❤❤,😢😮❤😂😂❤❤❤❤❤😂❤❤
7434,2024, I still listen a lot to Imagine Dragon, Maroon 5 and Coldplay 😃,2024 I still listen a lot to Imagine Dragon Maroon 5 and Coldplay  😃
7436,Happy new year to all 😊,Happy new year to all  😊
7437,10 years still best 🎉,10 years still best  🎉
7438,Ilove song❤🎉,I love you song 🎉
7442,❤❤,❤❤
7443,I from Kyrgyzstan, alga😂😊,I from Kyrgyzstan alga 😂😊
7446,GOOSEBUMPS ❤,GOOSEBUMPS
7449,This mv make me cry. Cause i'm single 😢,This mv make me cry Cause im single  😢
7451,❤,❤
7462,Any 2024 people came to see this masterpiece?

👇,Any 2024 people came to see this masterpiece

 👇
7464,It been a 9 years😅
😊,It been a 9 years
 😅😊
7465,anyone here in 2024 😅?,anyone here in 2024  😅
7466,2024😂✋🏻,2024😂✋🏻
7470,Anyone listening to it in 2024 ?🎉,Anyone listening to it in 2024  🎉
7471,2024🎉,2024🎉
7475,10,000,000 Views till 4,000,000,000 Views!!!!! 🤗👍🥳,10000000 Views till 4000000000 Views  🤗👍🥳
7479,Any legend in 2024 ?🔥🔥,Any legend in 2024 🔥🔥
7481,Please come my son wedding day maroon 5 😊😊❤❤🙏❤️❤️🇮🇳,Please come my son wedding day maroon 5  😊😊🙏🇮🇳
7484,2024 Still love❤❤❤❤❤❤❤❤,2024 Still love
7485,January 2024❤❤,January 2024
7491,Who's watching this in January 2024 ! 🎉,Whos watching this in January 2024   🎉
7496,오랜만에 듣지만 낭만 개쩌네,It's been a while since I've heard it, but it's so romantic
7497,0:19 🎉🎉🎉,0:19 🎉🎉🎉
7498,Who is listing 2024❤❤,Who is listing 2024
7499,Any 2024 ?? 🙋‍♀️,Any 2024 🙋
7505,This is so amazing even in 2024❤,This is so amazing even in 2024
7507,Your Before 4 Billion button
👇,Your Before 4 Billion button
 👇
7508,2024 anybody here ♥️,2024 anybody here
7513,Who's watching this in January 2024❤,Whos watching this in January 2024
7514,Who’s here in 2023
👇,Whos here in 2023
 👇
7515,❤,❤
7518,Pasé para ver recetas de cocina Chilena😂😂😂,I stopped by to see some Chilean recipes 😂😂😂
7526,😘😘😘😘😘😘😘,😘😘😘😘😘😘😘
7529,I like to look at the brides excitement. 😮,I like to look at the brides excitement  😮
7530,2024 ❤❤❤,2024 ❤❤❤
7537,William Araujo Carlos aguas e Claus pinheiro Belo Horizonte MG águas claras Berreiro 5@morrs😊😊,William Araujo Carlos waters and Claus pinheiro Belo Horizonte MG clear waters Berreiro 5morrs 😊😊
7538,生姜〜
安い〜
地下で採れたのに〜,Ginger is cheap and it's grown underground.
7544,Bravo 👏 👏 👏,Bravo 👏👏👏
7545,Who's watching this in January 2024..😅,Whos watching this in January 2024 😅
7548,👇2024 here,2024 here 👇
7558,Those old asians be like: they must be famous. And join the party😂,Those old asians be like they must be famous And join the party 😂
7562,I just love this song ❤,I just love this song
7563,2024🎉,2024🎉
7567,2024🎉❤,2024🎉❤
7568,JAN-2024 ❤️,JAN2024
7569,There ain’t gonna be another band like maroon 5. 😮‍💨😮‍💨,There aint gonna be another band like maroon 5  😮💨😮💨
7570,2024 👋🏻,2024 👋🏻
7571,しゃがー！！🐯,Shagar 🐯
7578,Who's listening 2024❤,Whos listening 2024
7580,Who's watching this in January 2024👽🗿,Whos watching this in January 2024 👽🗿
7581,2024 anyone ❤,2024 anyone
7582,2024😅,2024😅
7583,2024 😂,2024 😂
7588,✨🖤🤍2024,✨🖤🤍2024
7591,2024?🎉,2024?🎉
7593,ここに2024年に見てる人は恐らく僕一人,I'm probably the only person watching this in 2024.
7596,2024❤,2024❤
7597,2024 there we go 😮‍💨,2024 there we go  😮💨
7598,2024❤,2024❤
7608,Bro it's 2024 I still watching it, it's bring back my memories before pandemic❤️✊,Bro its 2024 I still watching it its bring back my memories before pandemic
7610,Love this song ❤❤,Love this song
7612,Who's watching this in January 2024?🎉🎉🎉,Whos watching this in January 2024 🎉🎉🎉
7613,January 202444444🎉❤,January 202444444 🎉
7616,2024 rồi ai còn xem không nào 😊😊❤,2024, who's still watching? 😊😊
7617,Anyone 2024✋,Anyone 2024
7631,2024 ?😊😊😊😊,2024 ?😊😊😊😊
7635,It’s 2024❤,Its 2024
7636,Who's watching this in January 2024 😅,Whos watching this in January 2024  😅
7638,I’m watching this on 01/09/2024 😊,Im watching this on 01092024  😊
7647,歌上手いな。,You're a good singer
7649,Niat e rabi nanggap maroon 5 malah kenek korona 😂😂😂,Intention e rabi accept maroon 5 even kenek corona 😂😂😂
7653,Welcome to 2024❤,Welcome to 2024
7656,thanh tẩy dịch chuyển ❤,Purify Teleport
7657,懐かし,Nostalgic
7658,2024年に見てる笑笑,I'll be watching in 2024 lol
7660,Welcome to 2024🎉,Welcome to 2024 🎉
7661,2024❤,2024❤
7665,It's 2024 guys and u are still here ❤,Its 2024 guys and u are still here
7669,Who’s watching this in January 2024🎉,Whos watching this in January 2024 🎉
7673,It's a song that brings a smile to your face and a dance to your step. 🎤🎶,Its a song that brings a smile to your face and a dance to your step  🎤🎶
7678,in 2024, who watching? ❤❤,in 2024 who watching
7680,❤❤❤❤,❤❤❤❤
7682,Quisiera una boda así 😂,I would like a wedding like this 😂
7684,Who’s watching this in 2024 dec 9 my birthday happy birthday to me🎉❤❤,Whos watching this in 2024 dec 9 my birthday happy birthday to me 🎉
7685,2024 😢,2024 😢
7687,❤🎉🎉🎉 😮😊,❤🎉🎉🎉 😮😊
7688,January 8th 2024 , my childhood artist right here❤,January 8th 2024  my childhood artist right here
7689,2024🎉,2024🎉
7691,Appreciate it❤ God bless you 🎉 happy new year:-),Appreciate it God bless you  happy new year 🎉
7696,2024 still love it ❤,2024 still love it
7699,😂Ilikedit,Ilikedit 😂
7702,Who is still here in 2024?🕺,Who is still here in 2024 🕺
7708," 8th January 2024 " let me show you the Legends who's here with me today for this masterpiece❤,8th January 2024  let me show you the Legends whos here with me today for this masterpiece
7711,It is 2024 everyone!🎉❤,It is 2024 everyone 🎉
7721,I can't believe I saw these guys with my ex girlfriend miss her and miss that moment with her truly😊,I cant believe I saw these guys with my ex girlfriend miss her and miss that moment with her truly 😊
7723,I haven't heard this song so long. It still sounds awesome ❤,I havent heard this song so long It still sounds awesome
